% This MetaLexicon was created by taking the union of the following manually created lexical resources:
%
%   1. AFINN
%   2. NRC Word-Emotion Association Lexicon (words with no emotion associations are taken as neutral)
%   3. Bing Liu's Opinion Lexicon
%   4. MPQA Subjectivity Lexicon
%
% We discarded all the words where a polarity clash between two or more lexicons was observed.

@relation 'MetaLex'

@attribute term string
@attribute polarity {negative,neutral,positive}

@data
disparaged,negative
disparages,negative
disparaging,negative
disparagingly,negative
disparate,neutral
disparity,negative
dispassionate,negative
dispatch,neutral
dispel,negative
dispensable,negative
dispensation,neutral
dispense,neutral
disperse,neutral
dispersed,neutral
dispersion,negative
dispirit,negative
dispirited,negative
dispiritedly,negative
dispiriting,negative
displace,negative
displaced,negative
displacement,neutral
display,neutral
displease,negative
displeased,negative
displeasing,negative
displeasure,negative
disposal,negative
disposed,positive
disposition,neutral
dispossessed,negative
disproportionate,negative
disputable,negative
dispute,negative
disputed,negative
disputes,negative
disputing,negative
disqualification,negative
disqualified,negative
disqualify,negative
disquiet,negative
disquieting,negative
disquietingly,negative
disquietude,negative
disregard,negative
disregarded,negative
disregardful,negative
disregarding,negative
disregards,negative
disreputable,negative
disrespect,negative
disrespectable,negative
disrespectablity,negative
disrespected,negative
disrespectful,negative
disrespectfully,negative
disrespectfulness,negative
disrespecting,negative
disrupt,negative
disruption,negative
disruptions,negative
disruptive,negative
diss,negative
dissapointed,negative
dissappointed,negative
dissappointing,negative
dissatisfaction,negative
dissatisfactory,negative
dissatisfies,negative
dissatisfy,negative
dissatisfying,negative
dissect,neutral
dissed,negative
dissemble,negative
dissembler,negative
disseminate,positive
dissemination,neutral
dissension,negative
dissenter,negative
dissenting,negative
dissention,negative
dissertation,neutral
disservice,negative
disses,negative
dissidence,negative
dissident,negative
dissidents,negative
dissimilar,neutral
dissing,negative
dissipate,neutral
dissipated,neutral
dissocial,negative
dissociation,neutral
dissolute,negative
dissolution,negative
dissolve,neutral
dissonance,negative
dissonant,negative
dissonantly,negative
dissuasive,negative
distains,negative
distal,neutral
distance,neutral
distant,neutral
distaste,negative
distasteful,negative
distastefully,negative
distillate,neutral
distillation,positive
distinct,positive
distinction,positive
distinctly,neutral
distinguishable,neutral
distinguishing,neutral
distort,negative
distorted,negative
distorting,negative
distortion,negative
distorts,negative
distract,negative
distracted,negative
distracting,negative
distraction,negative
distracts,negative
distraught,negative
distraughtly,negative
distraughtness,negative
distress,negative
distressed,negative
distresses,negative
distressing,negative
distressingly,negative
distribute,neutral
distribution,neutral
district,neutral
distrust,negative
distrustful,negative
distrusting,negative
disturb,negative
disturbance,negative
disturbed,negative
disturbed-let,negative
disturbing,negative
disturbingly,negative
disturbs,negative
disunity,negative
disuse,negative
disused,negative
disvalue,negative
ditch,neutral
dithering,negative
ditto,neutral
ditty,positive
diurnal,neutral
dive,neutral
diver,neutral
diverge,neutral
divergence,neutral
divergent,negative
diverging,neutral
divers,neutral
diversified,positive
diversify,neutral
diversion,positive
diversity,neutral
divert,neutral
diverting,neutral
divest,neutral
divested,negative
divestment,negative
dividend,neutral
divinely,positive
divinity,positive
divisible,neutral
divisive,negative
divisively,negative
divisiveness,negative
divisor,neutral
divorce,negative
divorced,negative
divulge,neutral
dizziness,negative
dizzing,negative
dizzingly,negative
dizzy,negative
docile,neutral
dock,neutral
docked,negative
docket,neutral
doctor,positive
doctrinal,neutral
document,neutral
documentary,neutral
doddering,negative
dodgey,negative
dodgy,negative
doe,neutral
doer,positive
'does not work',negative
dog,neutral
doggedly,negative
doings,neutral
doit,negative
doldrums,negative
dole,negative
dollar,neutral
dolor,negative
dolorous,negative
dolphin,positive
domain,neutral
dome,neutral
domestic,neutral
domesticated,neutral
domestication,neutral
domicile,neutral
domiciled,neutral
dominated,positive
dominates,positive
dominating,neutral
domination,negative
domineer,negative
domineering,negative
domino,neutral
don,positive
donation,positive
donkey,negative
donor,neutral
donside,negative
'dont like',negative
doodle,negative
doom,negative
doomed,negative
doomsday,negative
door,neutral
doorbell,neutral
doorway,neutral
dope,negative
dormant,neutral
dormitory,neutral
dorsal,neutral
dose,neutral
dot,neutral
dote,positive
dotingly,positive
double,neutral
doubled,neutral
doublet,neutral
doubling,neutral
doubt,negative
doubted,negative
doubtful,negative
doubtfully,negative
doubting,negative
doubtless,positive
doubts,negative
douchbag,negative
douche,negative
douchebag,negative
douchebags,negative
dough,neutral
doughnut,neutral
dour,negative
dove,positive
down,negative
downbeat,negative
downer,negative
downfall,negative
downfallen,negative
downgrade,negative
downhearted,negative
downheartedly,negative
downpour,neutral
downright,neutral
downside,negative
downsides,negative
downturn,negative
downturns,negative
downy,positive
dowry,neutral
doze,neutral
dozen,neutral
drab,negative
draconian,negative
draconic,negative
dragged,negative
dragging,negative
dragon,negative
dragons,negative
dragoon,negative
drags,negative
drainage,negative
draining,negative
drains,negative
drake,neutral
dramatic,neutral
dramatically,neutral
drape,neutral
drapery,neutral
drastically,negative
draught,neutral
draw,neutral
drawback,negative
drawbacks,negative
drawer,neutral
drawers,neutral
drawing,neutral
dread,negative
dreaded,negative
dreadful,negative
dreadfully,negative
dreadfulness,negative
dreading,negative
dreamer,neutral
dreaming,neutral
dreamland,positive
dreams,positive
dreary,negative
dredge,neutral
drenched,neutral
dresser,neutral
dribble,neutral
dried,neutral
drier,neutral
drift,neutral
drifted,neutral
drill,neutral
drink,neutral
drinking,negative
drip,neutral
dripped,negative
drippy,negative
drips,negative
drive,positive
drivel,negative
driven,positive
driver,neutral
driveway,neutral
drizzle,neutral
droll,neutral
drone,negative
drones,negative
droop,negative
drooping,negative
droops,negative
droopy,negative
drop-out,negative
drop-outs,negative
droplet,neutral
dropout,negative
dropouts,negative
drought,negative
drove,neutral
drown,negative
drowned,negative
drowning,negative
drowns,negative
drowsiness,negative
drowsy,neutral
drudgery,negative
drug,neutral
drugstore,neutral
druid,neutral
drum,neutral
drummer,neutral
drumming,neutral
drunk,negative
drunkard,negative
drunken,negative
drunkenness,negative
dry,neutral
dryness,neutral
dual,neutral
dualism,neutral
duality,neutral
dub,neutral
dubious,negative
dubiously,negative
dubitable,negative
ducking,neutral
duct,neutral
ductile,neutral
dud,negative
duds,neutral
due,neutral
dues,neutral
duet,positive
dugout,neutral
duke,positive
dull,negative
dullard,negative
dumb,negative
dumbass,negative
dumbfound,negative
dumbfounding,positive
dummy,negative
dummy-proof,positive
dumped,negative
dumping,negative
dumps,negative
dun,negative
dunce,negative
dune,neutral
dungeon,negative
dungeons,negative
duo,neutral
dupe,negative
duped,negative
duplex,neutral
duplicate,neutral
duplication,neutral
duplicity,negative
durability,positive
durable,positive
duration,neutral
duress,negative
dusk,neutral
dusky,neutral
dust,negative
duster,neutral
dutiful,positive
duty,neutral
dwarf,neutral
dwarfed,negative
dwell,neutral
dweller,neutral
dwelling,neutral
dwindle,negative
dwindling,negative
dye,neutral
dying,negative
dyke,neutral
dynamic,positive
dynamical,neutral
dynamics,neutral
dynamite,neutral
dynasty,neutral
dysentery,negative
dysfunction,negative
dyspepsia,neutral
eager,positive
eagerly,positive
eagerness,positive
ear,neutral
earl,positive
earlier,neutral
early,neutral
earn,positive
earnest,positive
earnestly,positive
earnestness,positive
earnings,neutral
earring,neutral
earshot,neutral
earsplitting,negative
earth,neutral
earthenware,neutral
earthly,neutral
earthquake,negative
earthy,neutral
ease,positive
eased,positive
easel,neutral
easement,positive
eases,positive
easier,positive
easiest,positive
easiness,positive
easing,positive
easy-to-use,positive
easygoing,positive
eat,positive
eating,neutral
eavesdropping,negative
ebb,neutral
ebony,neutral
ebullience,positive
ebullient,positive
ebulliently,positive
ecclesiastical,neutral
ecenomical,positive
echo,neutral
eclipse,neutral
ecliptic,neutral
economics,neutral
ecstasies,positive
ecstasy,positive
ecstatic,positive
ecstatically,positive
ecumenical,neutral
eddy,neutral
edge,neutral
edging,neutral
edgy,negative
edible,neutral
edict,negative
edification,positive
edifice,neutral
edify,positive
edit,neutral
editor,neutral
editorial,neutral
educable,positive
educate,positive
educated,positive
education,neutral
educational,positive
eerie,negative
eery,negative
effect,neutral
effective,positive
effectiveness,positive
effects,neutral
effectually,neutral
effectuate,neutral
effeminate,negative
efficacy,positive
efficiency,positive
efficient,positive
efficiently,positive
effigy,negative
effort,positive
effortless,positive
effortlessly,positive
effrontery,negative
effusive,positive
effusively,positive
effusiveness,positive
egalitarian,positive
egg,neutral
egocentric,negative
egomania,negative
egotism,negative
egotistical,negative
egotistically,negative
egregious,negative
egregiously,negative
egress,neutral
eighth,neutral
eighty,neutral
ejaculation,positive
eject,negative
ejection,negative
elaborate,neutral
elaboration,positive
elapse,neutral
elapsed,neutral
elastic,neutral
elasticity,neutral
elate,positive
elated,positive
elatedly,positive
elation,positive
eld,neutral
elder,positive
elderly,neutral
elders,positive
eldest,neutral
elect,positive
election,neutral
election-rigger,negative
elector,neutral
electric,positive
electricity,positive
electrification,positive
electrify,positive
elegance,positive
elegant,positive
elegantly,positive
element,neutral
elementary,neutral
elements,neutral
elephant,neutral
elevated,positive
elevation,positive
elevator,neutral
eleven,neutral
eleventh,neutral
elicit,neutral
eligible,positive
eliminate,negative
elimination,negative
elite,positive
elk,neutral
ell,neutral
ellipse,neutral
ellipsis,neutral
ellipsoid,neutral
elliptic,neutral
elliptical,neutral
elongate,neutral
elongation,neutral
eloquence,positive
eloquent,positive
eloquently,positive
else,neutral
elucidate,positive
elucidation,neutral
elude,neutral
elusive,negative
emaciated,negative
emanate,neutral
emancipate,positive
emancipation,positive
emasculate,negative
embankment,neutral
embargo,negative
embark,neutral
embarrass,negative
embarrassed,negative
embarrasses,negative
embarrassing,negative
embarrassingly,negative
embarrassment,negative
embassy,neutral
embattled,negative
embed,neutral
embellishment,neutral
embers,neutral
embezzlement,negative
embittered,negative
emblem,neutral
emblematic,neutral
embodiment,neutral
embolden,positive
embolism,negative
embossed,neutral
